date,year,month,day,day of week,weekend,Time,Hour,type,sandwiches,hamburger,frenchfries
2016/12/17,2016,12,17,7,1,13:35,13,1,6,2,2
2016/1/8,2016,1,8,6,1,15:05,15,1,2,2,0
2016/12/2,2016,12,2,6,1,12:25,12,0,5,2,1
2016/2/22,2016,2,22,2,0,21:38,21,2,3,1,1
2016/11/29,2016,11,29,3,0,20:16,20,2,3,0,0
2016/12/10,2016,12,10,7,1,12:29,12,2,7,0,1
2016/6/29,2016,6,29,4,0,11:36,11,0,4,0,2
2016/10/24,2016,10,24,2,0,12:16,12,2,7,1,0
2016/12/14,2016,12,14,4,0,13:47,13,1,4,2,2
2016/4/17,2016,4,17,1,0,13:07,13,2,7,0,2
2016/7/8,2016,7,8,6,1,13:58,13,1,2,2,2
2016/2/14,2016,2,14,1,0,16:08,16,1,6,0,1
2016/1/19,2016,1,19,3,0,14:36,14,0,2,0,1
2016/4/13,2016,4,13,4,0,11:28,11,2,7,2,2
2016/7/18,2016,7,18,2,0,18:39,18,0,7,1,1
2016/1/13,2016,1,13,4,0,15:38,15,0,4,1,1
2016/6/7,2016,6,7,3,0,11:22,11,2,4,2,2
2016/11/29,2016,11,29,3,0,20:24,20,1,2,1,0
2016/1/11,2016,1,11,2,0,15:16,15,0,6,0,0
2016/7/28,2016,7,28,5,0,18:28,18,0,2,1,0
2016/2/8,2016,2,8,2,0,18:56,18,2,7,2,0
2016/2/19,2016,2,19,6,1,14:02,14,0,6,0,0
2016/12/26,2016,12,26,2,0,16:06,16,0,2,0,1
2016/6/20,2016,6,20,2,0,17:35,17,2,3,2,2
2016/11/9,2016,11,9,4,0,16:15,16,1,3,1,0
2016/2/6,2016,2,6,7,1,11:33,11,2,6,0,0
2016/1/29,2016,1,29,6,1,17:24,17,2,3,2,1
2016/5/10,2016,5,10,3,0,18:29,18,2,4,1,1
2016/1/24,2016,1,24,1,0,11:56,11,2,4,2,2
2016/12/8,2016,12,8,5,0,17:26,17,2,6,0,1
2016/6/2,2016,6,2,5,0,18:12,18,0,4,1,1
2016/3/19,2016,3,19,7,1,14:27,14,1,2,2,2
2016/12/11,2016,12,11,1,0,11:57,11,1,3,0,2
2016/12/12,2016,12,12,2,0,17:01,17,0,5,0,2
2016/5/12,2016,5,12,5,0,12:17,12,0,7,0,2
2016/3/30,2016,3,30,4,0,14:09,14,2,2,2,1
2016/9/28,2016,9,28,4,0,14:51,14,2,6,0,1
2016/9/7,2016,9,7,4,0,15:25,15,2,6,0,1
2016/3/15,2016,3,15,3,0,15:09,15,0,3,2,1
2016/5/31,2016,5,31,3,0,14:54,14,1,4,0,1
2016/7/7,2016,7,7,5,0,19:21,19,2,6,2,0
2016/6/14,2016,6,14,3,0,18:01,18,1,3,2,0
2016/1/14,2016,1,14,5,0,17:31,17,1,2,2,2
2016/4/28,2016,4,28,5,0,11:46,11,0,7,2,2
2016/11/27,2016,11,27,1,0,19:35,19,2,5,2,0
2016/1/28,2016,1,28,5,0,12:31,12,1,5,2,0
2016/7/17,2016,7,17,1,0,15:46,15,1,3,2,0
2016/10/4,2016,10,4,3,0,13:21,13,2,7,0,2
2016/9/7,2016,9,7,4,0,18:58,18,1,3,1,0
2016/8/22,2016,8,22,2,0,11:12,11,1,5,2,1
2016/4/24,2016,4,24,1,0,19:11,19,0,4,1,0
2016/11/25,2016,11,25,6,1,15:38,15,2,4,2,1
2016/7/26,2016,7,26,3,0,19:51,19,2,2,2,0
2016/2/7,2016,2,7,1,0,21:28,21,1,3,0,0
2016/4/19,2016,4,19,3,0,20:50,20,2,6,1,0
2016/6/27,2016,6,27,2,0,11:23,11,1,4,1,1
2016/8/20,2016,8,20,7,1,16:34,16,1,2,2,0
2016/2/12,2016,2,12,6,1,14:48,14,1,3,1,0
2016/10/14,2016,10,14,6,1,18:16,18,0,4,0,2
2016/4/5,2016,4,5,3,0,14:44,14,2,4,1,2
2016/7/8,2016,7,8,6,1,16:43,16,2,5,2,1
2016/8/28,2016,8,28,1,0,18:04,18,0,3,1,2
2016/6/20,2016,6,20,2,0,14:48,14,2,4,0,0
2016/2/15,2016,2,15,2,0,18:13,18,1,6,0,2
2016/10/27,2016,10,27,5,0,16:17,16,1,2,2,0
2016/8/4,2016,8,4,5,0,21:13,21,0,2,0,1
2016/7/7,2016,7,7,5,0,20:48,20,0,7,1,1
2016/11/5,2016,11,5,7,1,15:47,15,2,7,1,2
2016/11/22,2016,11,22,3,0,17:45,17,2,5,0,0
2016/8/16,2016,8,16,3,0,13:17,13,2,2,0,1
2016/8/27,2016,8,27,7,1,19:48,19,1,5,0,0
2016/8/2,2016,8,2,3,0,21:50,21,0,5,2,0
2016/8/6,2016,8,6,7,1,18:42,18,1,6,2,0
2016/8/22,2016,8,22,2,0,13:00,13,1,5,1,2
2016/7/1,2016,7,1,6,1,19:44,19,2,3,0,0
2016/12/26,2016,12,26,2,0,15:34,15,0,3,1,2
2016/8/22,2016,8,22,2,0,12:40,12,2,3,2,1
2016/9/1,2016,9,1,5,0,18:23,18,0,2,2,1
2016/6/23,2016,6,23,5,0,15:54,15,0,5,2,1
2016/1/24,2016,1,24,1,0,11:44,11,0,3,1,1
2016/7/23,2016,7,23,7,1,18:48,18,0,6,1,0
2016/4/10,2016,4,10,1,0,14:10,14,2,4,0,0
2016/2/21,2016,2,21,1,0,19:58,19,1,6,2,1
2016/5/20,2016,5,20,6,1,21:04,21,2,6,1,0
2016/2/6,2016,2,6,7,1,14:52,14,2,3,0,2
2016/7/30,2016,7,30,7,1,11:46,11,0,7,2,1
2016/12/13,2016,12,13,3,0,16:16,16,1,2,0,1
2016/11/27,2016,11,27,1,0,13:29,13,1,2,1,2
2016/1/22,2016,1,22,6,1,11:35,11,1,2,0,2
2016/5/10,2016,5,10,3,0,13:33,13,0,2,1,2
2016/3/18,2016,3,18,6,1,11:07,11,0,2,0,2
2016/4/7,2016,4,7,5,0,15:57,15,2,7,2,2
2016/10/24,2016,10,24,2,0,13:55,13,1,6,1,1
2016/5/2,2016,5,2,2,0,21:52,21,1,2,0,2
2016/2/11,2016,2,11,5,0,18:55,18,2,5,0,1
2016/12/29,2016,12,29,5,0,12:27,12,1,3,0,1
2016/9/26,2016,9,26,2,0,12:36,12,0,4,1,2
2016/5/3,2016,5,3,3,0,13:05,13,2,7,0,2
2016/4/22,2016,4,22,6,1,19:13,19,0,2,0,0
2016/12/3,2016,12,3,7,1,21:02,21,2,7,0,1
2016/10/24,2016,10,24,2,0,13:20,13,0,5,0,0
2016/12/9,2016,12,9,6,1,21:40,21,0,7,2,0
2016/5/8,2016,5,8,1,0,21:04,21,2,3,1,1
2016/2/1,2016,2,1,2,0,17:32,17,0,7,0,0
2016/1/16,2016,1,16,7,1,21:53,21,2,6,0,2
2016/9/5,2016,9,5,2,0,21:10,21,0,4,2,0
2016/10/10,2016,10,10,2,0,15:40,15,0,2,0,0
2016/6/17,2016,6,17,6,1,19:15,19,0,3,0,1
2016/9/11,2016,9,11,1,0,15:50,15,1,4,0,1
2016/10/26,2016,10,26,4,0,13:19,13,0,5,0,2
2016/2/17,2016,2,17,4,0,17:05,17,0,2,1,0
2016/5/16,2016,5,16,2,0,17:05,17,2,7,0,1
2016/4/4,2016,4,4,2,0,20:40,20,1,2,1,2
2016/2/18,2016,2,18,5,0,17:27,17,2,6,1,0
2016/11/7,2016,11,7,2,0,21:26,21,2,6,1,2
2016/1/25,2016,1,25,2,0,15:52,15,2,7,1,0
2016/10/20,2016,10,20,5,0,19:48,19,0,7,1,1
2016/11/8,2016,11,8,3,0,19:28,19,1,7,1,2
2016/9/4,2016,9,4,1,0,19:04,19,1,7,0,0
2016/10/28,2016,10,28,6,1,15:01,15,0,3,0,1
2016/7/12,2016,7,12,3,0,12:41,12,1,7,1,2
2016/2/10,2016,2,10,4,0,19:23,19,1,2,2,2
2016/5/13,2016,5,13,6,1,21:28,21,0,3,1,1
2016/12/20,2016,12,20,3,0,20:28,20,1,4,0,1
2016/9/19,2016,9,19,2,0,17:57,17,0,7,2,2
2016/2/29,2016,2,29,2,0,17:21,17,2,4,1,0
2016/3/23,2016,3,23,4,0,21:34,21,0,4,2,1
2016/10/3,2016,10,3,2,0,13:43,13,2,4,0,2
2016/11/24,2016,11,24,5,0,15:51,15,1,4,0,1
2016/6/5,2016,6,5,1,0,20:47,20,0,2,1,2
2016/7/8,2016,7,8,6,1,15:44,15,1,6,2,2
2016/12/30,2016,12,30,6,1,13:07,13,2,6,2,1
2016/2/23,2016,2,23,3,0,16:07,16,0,4,1,1
2016/12/5,2016,12,5,2,0,11:22,11,1,6,2,2
2016/6/15,2016,6,15,4,0,18:19,18,1,3,0,0
2016/9/6,2016,9,6,3,0,16:15,16,2,4,2,0
2016/5/30,2016,5,30,2,0,17:49,17,1,6,2,2
2016/9/14,2016,9,14,4,0,15:29,15,2,4,0,0
2016/11/10,2016,11,10,5,0,20:12,20,1,7,2,2
2016/4/15,2016,4,15,6,1,12:23,12,0,5,2,0
2016/11/30,2016,11,30,4,0,11:51,11,1,3,1,1
2016/2/23,2016,2,23,3,0,21:43,21,1,7,2,0
2016/5/14,2016,5,14,7,1,17:38,17,0,4,0,1
2016/10/18,2016,10,18,3,0,21:34,21,1,2,0,2
2016/5/3,2016,5,3,3,0,15:00,15,1,3,1,1
2016/4/13,2016,4,13,4,0,17:11,17,1,3,0,0
2016/9/5,2016,9,5,2,0,12:17,12,0,7,1,0
2016/4/28,2016,4,28,5,0,18:01,18,2,4,2,0
2016/12/12,2016,12,12,2,0,15:01,15,0,5,2,1
2016/11/25,2016,11,25,6,1,21:12,21,0,2,0,1
2016/9/11,2016,9,11,1,0,12:37,12,2,4,0,0
2016/3/30,2016,3,30,4,0,15:27,15,1,4,0,0
2016/12/23,2016,12,23,6,1,21:36,21,2,6,0,0
2016/4/25,2016,4,25,2,0,15:46,15,0,6,0,2
2016/12/30,2016,12,30,6,1,11:56,11,2,7,1,2
2016/5/18,2016,5,18,4,0,18:03,18,0,7,1,2
2016/11/13,2016,11,13,1,0,15:26,15,2,4,2,2
2016/7/4,2016,7,4,2,0,21:43,21,0,6,1,2
2016/4/8,2016,4,8,6,1,18:30,18,1,7,2,2
2016/2/25,2016,2,25,5,0,19:04,19,0,6,0,2
2016/4/21,2016,4,21,5,0,11:54,11,1,3,1,0
2016/7/8,2016,7,8,6,1,12:27,12,1,2,2,0
2016/4/15,2016,4,15,6,1,17:27,17,1,4,2,2
2016/10/25,2016,10,25,3,0,16:07,16,0,7,0,0
2016/1/3,2016,1,3,1,0,17:18,17,2,7,0,2
2016/11/14,2016,11,14,2,0,16:06,16,0,7,2,2
2016/1/23,2016,1,23,7,1,21:28,21,1,4,1,2
2016/4/21,2016,4,21,5,0,20:10,20,1,4,1,1
2016/8/12,2016,8,12,6,1,12:17,12,2,2,1,2
2016/6/5,2016,6,5,1,0,17:29,17,1,4,1,1
2016/7/19,2016,7,19,3,0,18:52,18,0,4,0,0
2016/3/20,2016,3,20,1,0,15:07,15,1,3,2,2
2016/6/22,2016,6,22,4,0,21:40,21,2,4,0,0
2016/4/7,2016,4,7,5,0,13:44,13,0,4,0,0
2016/1/8,2016,1,8,6,1,11:06,11,2,2,2,1
2016/2/10,2016,2,10,4,0,12:43,12,1,6,0,0
2016/6/27,2016,6,27,2,0,13:26,13,1,4,1,0
2016/10/31,2016,10,31,2,0,20:29,20,2,6,0,1
2016/11/16,2016,11,16,4,0,11:21,11,1,5,1,2
2016/2/28,2016,2,28,1,0,19:03,19,2,2,0,1
2016/11/5,2016,11,5,7,1,20:12,20,1,5,2,0
2016/5/29,2016,5,29,1,0,21:39,21,0,6,2,1
2016/6/12,2016,6,12,1,0,11:23,11,2,6,0,0
2016/5/2,2016,5,2,2,0,19:16,19,0,4,2,2
2016/5/12,2016,5,12,5,0,15:25,15,2,3,2,1
2016/9/22,2016,9,22,5,0,13:24,13,2,3,0,1
2016/9/1,2016,9,1,5,0,18:35,18,1,4,1,2
2016/3/22,2016,3,22,3,0,16:37,16,2,2,1,0
2016/1/19,2016,1,19,3,0,19:09,19,2,4,1,0
2016/2/28,2016,2,28,1,0,20:24,20,2,2,1,0
2016/1/1,2016,1,1,6,1,20:50,20,2,2,0,0
2016/1/29,2016,1,29,6,1,21:56,21,1,3,1,0
2016/9/19,2016,9,19,2,0,21:26,21,2,4,2,2
2016/10/2,2016,10,2,1,0,16:04,16,0,2,1,0
2016/6/28,2016,6,28,3,0,21:54,21,0,5,1,2
2016/6/27,2016,6,27,2,0,11:36,11,2,2,1,2
2016/4/18,2016,4,18,2,0,18:21,18,0,6,2,0
2016/1/27,2016,1,27,4,0,11:51,11,2,3,2,0
2016/4/9,2016,4,9,7,1,16:20,16,1,6,2,0
2016/3/4,2016,3,4,6,1,19:52,19,2,6,0,0
2016/7/13,2016,7,13,4,0,20:28,20,2,4,0,1
2016/6/16,2016,6,16,5,0,14:56,14,0,4,1,1
2016/3/4,2016,3,4,6,1,15:26,15,2,6,2,2
2016/9/16,2016,9,16,6,1,18:22,18,0,7,2,0
2016/8/30,2016,8,30,3,0,11:27,11,2,3,0,1
2016/8/16,2016,8,16,3,0,16:00,16,1,6,1,0
2016/12/7,2016,12,7,4,0,20:22,20,2,3,0,2
2016/5/2,2016,5,2,2,0,19:53,19,2,4,1,0
2016/1/28,2016,1,28,5,0,14:34,14,2,6,2,0
2016/8/28,2016,8,28,1,0,11:40,11,0,3,1,1
2016/10/5,2016,10,5,4,0,15:48,15,2,7,0,2
2016/8/16,2016,8,16,3,0,13:07,13,2,7,2,0
2016/12/21,2016,12,21,4,0,12:38,12,0,7,1,0
2016/3/13,2016,3,13,1,0,17:19,17,1,2,0,0
2016/5/28,2016,5,28,7,1,20:08,20,2,2,1,0
2016/2/27,2016,2,27,7,1,13:39,13,2,2,1,1
2016/6/10,2016,6,10,6,1,14:54,14,0,3,2,0
2016/9/10,2016,9,10,7,1,15:20,15,0,6,0,2
2016/6/23,2016,6,23,5,0,12:27,12,0,6,0,2
2016/4/16,2016,4,16,7,1,20:31,20,1,3,0,0
2016/5/17,2016,5,17,3,0,14:55,14,2,7,1,2
2016/7/7,2016,7,7,5,0,18:17,18,0,3,0,2
2016/9/12,2016,9,12,2,0,21:36,21,0,7,1,1
2016/12/2,2016,12,2,6,1,15:42,15,1,4,0,2
2016/5/22,2016,5,22,1,0,19:12,19,0,2,0,1
2016/1/15,2016,1,15,6,1,20:05,20,1,3,0,1
2016/7/21,2016,7,21,5,0,18:50,18,0,4,0,0
2016/6/17,2016,6,17,6,1,17:40,17,1,2,1,1
2016/8/11,2016,8,11,5,0,14:59,14,1,4,0,2
2016/12/17,2016,12,17,7,1,19:44,19,1,4,1,2
2016/10/8,2016,10,8,7,1,14:36,14,1,6,0,1
2016/10/13,2016,10,13,5,0,17:50,17,2,5,2,0
2016/3/28,2016,3,28,2,0,16:57,16,0,2,0,0
2016/5/21,2016,5,21,7,1,18:13,18,2,6,1,2
2016/9/3,2016,9,3,7,1,13:48,13,2,5,0,1
2016/1/8,2016,1,8,6,1,21:49,21,2,6,2,2
2016/11/27,2016,11,27,1,0,18:43,18,0,5,2,2
2016/3/10,2016,3,10,5,0,16:08,16,0,7,0,1
2016/12/8,2016,12,8,5,0,18:35,18,1,4,2,1
2016/12/2,2016,12,2,6,1,19:59,19,2,6,1,0
2016/12/12,2016,12,12,2,0,11:58,11,2,3,2,1
2016/6/9,2016,6,9,5,0,11:31,11,2,3,1,2
2016/7/28,2016,7,28,5,0,18:35,18,1,7,1,1
2016/8/26,2016,8,26,6,1,15:37,15,1,4,1,0
2016/12/1,2016,12,1,5,0,15:14,15,1,2,0,0
2016/12/18,2016,12,18,1,0,12:12,12,1,7,0,2
2016/2/1,2016,2,1,2,0,11:44,11,0,2,1,1
2016/12/8,2016,12,8,5,0,12:51,12,1,6,2,0
2016/3/16,2016,3,16,4,0,20:30,20,1,3,1,1
2016/7/4,2016,7,4,2,0,21:18,21,1,3,0,2
2016/12/16,2016,12,16,6,1,12:09,12,2,5,0,0
2016/2/11,2016,2,11,5,0,16:26,16,1,4,0,1
2016/1/29,2016,1,29,6,1,21:41,21,0,6,0,1
2016/2/25,2016,2,25,5,0,15:44,15,2,7,1,2
2016/11/8,2016,11,8,3,0,18:10,18,2,7,2,2
2016/3/4,2016,3,4,6,1,19:31,19,0,5,1,1
2016/6/16,2016,6,16,5,0,16:48,16,0,5,2,2
2016/11/22,2016,11,22,3,0,21:17,21,1,2,0,2
2016/12/2,2016,12,2,6,1,12:54,12,0,5,1,1
2016/1/21,2016,1,21,5,0,11:05,11,1,2,2,1
2016/2/14,2016,2,14,1,0,19:49,19,2,2,1,1
2016/3/11,2016,3,11,6,1,14:32,14,2,6,1,0
2016/2/11,2016,2,11,5,0,11:33,11,1,7,0,0
2016/11/11,2016,11,11,6,1,13:32,13,0,7,0,1
2016/3/30,2016,3,30,4,0,17:00,17,0,2,0,0
2016/12/4,2016,12,4,1,0,11:51,11,1,5,0,0
2016/3/17,2016,3,17,5,0,13:04,13,1,7,2,1
2016/4/7,2016,4,7,5,0,18:34,18,1,6,1,0
2016/7/5,2016,7,5,3,0,12:34,12,1,5,2,0
2016/1/8,2016,1,8,6,1,18:01,18,2,4,1,0
2016/12/23,2016,12,23,6,1,15:18,15,2,7,1,2
2016/2/23,2016,2,23,3,0,17:07,17,2,6,1,2
2016/10/19,2016,10,19,4,0,13:16,13,2,6,0,1
2016/3/18,2016,3,18,6,1,19:14,19,1,3,2,2
2016/8/14,2016,8,14,1,0,13:08,13,2,5,0,0
2016/2/5,2016,2,5,6,1,13:40,13,0,3,2,1
2016/10/5,2016,10,5,4,0,12:57,12,1,7,0,1
2016/2/12,2016,2,12,6,1,12:02,12,2,4,0,0
2016/8/29,2016,8,29,2,0,13:09,13,0,7,1,0
2016/7/18,2016,7,18,2,0,13:49,13,1,6,0,2
2016/12/9,2016,12,9,6,1,14:44,14,0,2,1,1
2016/7/28,2016,7,28,5,0,21:11,21,0,5,2,2
2016/1/1,2016,1,1,6,1,15:47,15,0,4,1,0
2016/7/14,2016,7,14,5,0,13:09,13,0,3,0,1
2016/6/11,2016,6,11,7,1,14:32,14,2,4,2,1
2016/2/4,2016,2,4,5,0,13:53,13,1,5,2,1
2016/11/12,2016,11,12,7,1,18:43,18,1,3,1,0
2016/5/17,2016,5,17,3,0,16:25,16,0,7,1,2
2016/4/4,2016,4,4,2,0,14:30,14,1,5,0,0
2016/8/28,2016,8,28,1,0,13:53,13,2,6,1,1
2016/2/10,2016,2,10,4,0,19:32,19,2,5,2,1
2016/7/16,2016,7,16,7,1,20:56,20,0,2,1,2
2016/9/25,2016,9,25,1,0,11:42,11,2,2,1,0
2016/9/27,2016,9,27,3,0,11:26,11,0,2,0,0
2016/3/1,2016,3,1,3,0,13:42,13,1,6,0,0
2016/8/8,2016,8,8,2,0,20:39,20,2,5,0,2
2016/12/23,2016,12,23,6,1,15:00,15,2,2,1,2
2016/9/28,2016,9,28,4,0,13:46,13,1,6,2,2
2016/2/10,2016,2,10,4,0,16:57,16,1,5,1,0
2016/12/18,2016,12,18,1,0,20:42,20,2,5,0,0
2016/4/19,2016,4,19,3,0,11:47,11,1,2,2,0
2016/1/21,2016,1,21,5,0,13:55,13,2,2,1,1
2016/5/24,2016,5,24,3,0,21:28,21,1,5,1,2
2016/2/9,2016,2,9,3,0,14:54,14,0,3,2,1
2016/4/5,2016,4,5,3,0,17:54,17,1,4,1,0
2016/10/7,2016,10,7,6,1,16:31,16,1,4,0,1
2016/1/16,2016,1,16,7,1,19:32,19,1,6,2,1
2016/10/20,2016,10,20,5,0,13:51,13,0,5,0,0
2016/12/14,2016,12,14,4,0,14:50,14,1,2,1,2
2016/11/30,2016,11,30,4,0,14:28,14,0,4,1,0
2016/10/16,2016,10,16,1,0,15:01,15,2,5,0,0
2016/1/9,2016,1,9,7,1,18:56,18,1,6,0,0
2016/11/3,2016,11,3,5,0,19:36,19,2,2,2,2
2016/2/22,2016,2,22,2,0,15:56,15,2,3,0,2
2016/6/27,2016,6,27,2,0,13:43,13,0,3,2,0
2016/3/24,2016,3,24,5,0,18:18,18,2,2,0,2
2016/3/16,2016,3,16,4,0,19:34,19,0,4,0,2
2016/4/7,2016,4,7,5,0,16:52,16,2,6,2,1
2016/7/3,2016,7,3,1,0,20:27,20,0,4,0,0
2016/8/26,2016,8,26,6,1,13:28,13,2,7,1,2
2016/7/16,2016,7,16,7,1,11:53,11,2,7,0,1
2016/1/17,2016,1,17,1,0,13:13,13,0,3,2,0
2016/12/22,2016,12,22,5,0,17:48,17,1,6,1,2
2016/8/10,2016,8,10,4,0,14:55,14,2,3,1,1
2016/5/1,2016,5,1,1,0,17:57,17,1,4,2,2
2016/6/7,2016,6,7,3,0,21:39,21,2,4,2,0
2016/8/14,2016,8,14,1,0,18:00,18,0,3,0,0
2016/9/3,2016,9,3,7,1,11:28,11,2,7,0,0
2016/11/2,2016,11,2,4,0,18:03,18,1,2,1,2
2016/7/12,2016,7,12,3,0,11:09,11,0,3,0,1
2016/6/7,2016,6,7,3,0,20:10,20,0,3,2,1
2016/9/4,2016,9,4,1,0,11:31,11,2,7,2,2
2016/7/18,2016,7,18,2,0,17:36,17,2,3,1,0
2016/10/24,2016,10,24,2,0,18:30,18,1,4,2,0
2016/11/13,2016,11,13,1,0,17:06,17,2,3,1,0
2016/12/27,2016,12,27,3,0,19:03,19,0,7,2,0
2016/3/31,2016,3,31,5,0,16:07,16,1,2,1,2
2016/8/25,2016,8,25,5,0,13:19,13,2,2,1,2
2016/7/8,2016,7,8,6,1,17:26,17,1,4,1,0
2016/4/6,2016,4,6,4,0,14:04,14,2,3,0,2
2016/6/12,2016,6,12,1,0,12:00,12,2,6,1,1
2016/10/20,2016,10,20,5,0,19:53,19,2,2,1,0
2016/11/10,2016,11,10,5,0,14:09,14,1,7,2,0
2016/6/15,2016,6,15,4,0,17:06,17,2,4,0,2
2016/3/7,2016,3,7,2,0,14:43,14,2,2,0,1
2016/9/13,2016,9,13,3,0,20:52,20,2,5,2,1
2016/1/6,2016,1,6,4,0,18:22,18,0,5,0,0
2016/4/24,2016,4,24,1,0,17:33,17,0,5,0,0
2016/8/20,2016,8,20,7,1,14:56,14,2,3,1,0
2016/2/12,2016,2,12,6,1,12:40,12,0,4,2,0
2016/3/21,2016,3,21,2,0,14:51,14,0,4,2,1
2016/8/27,2016,8,27,7,1,17:31,17,0,5,1,2
2016/2/19,2016,2,19,6,1,17:14,17,1,3,0,0
2016/11/23,2016,11,23,4,0,19:18,19,0,5,1,1
2016/8/13,2016,8,13,7,1,15:33,15,1,5,1,0
2016/7/23,2016,7,23,7,1,11:57,11,0,7,1,0
2016/10/29,2016,10,29,7,1,20:02,20,1,5,1,0
2016/5/5,2016,5,5,5,0,11:43,11,2,7,0,1
2016/10/16,2016,10,16,1,0,14:32,14,0,5,1,0
2016/12/8,2016,12,8,5,0,15:29,15,1,6,1,1
2016/3/29,2016,3,29,3,0,19:26,19,2,3,2,2
2016/4/14,2016,4,14,5,0,12:15,12,2,2,1,1
2016/10/1,2016,10,1,7,1,12:43,12,0,7,1,0
2016/3/12,2016,3,12,7,1,17:47,17,1,7,1,1
2016/2/18,2016,2,18,5,0,14:50,14,0,4,1,0
2016/3/16,2016,3,16,4,0,18:13,18,2,3,1,0
2016/10/23,2016,10,23,1,0,11:03,11,1,6,2,0
2016/3/9,2016,3,9,4,0,15:29,15,1,2,1,1
2016/9/27,2016,9,27,3,0,17:05,17,2,3,2,2
2016/8/1,2016,8,1,2,0,19:53,19,1,4,1,0
2016/6/3,2016,6,3,6,1,17:39,17,2,2,0,2
2016/5/6,2016,5,6,6,1,11:22,11,1,5,2,0
2016/10/4,2016,10,4,3,0,15:54,15,2,2,1,0
2016/9/8,2016,9,8,5,0,13:51,13,0,2,0,1
2016/6/18,2016,6,18,7,1,21:30,21,1,4,2,0
2016/7/24,2016,7,24,1,0,14:45,14,0,6,0,0
2016/1/23,2016,1,23,7,1,19:37,19,1,6,2,1
2016/10/21,2016,10,21,6,1,11:26,11,2,7,2,0
2016/7/21,2016,7,21,5,0,21:33,21,2,3,1,2
2016/6/11,2016,6,11,7,1,13:18,13,1,3,0,0
2016/7/5,2016,7,5,3,0,17:41,17,1,5,0,1
2016/6/24,2016,6,24,6,1,17:15,17,1,7,2,2
2016/7/30,2016,7,30,7,1,19:04,19,2,4,0,1
2016/3/17,2016,3,17,5,0,21:48,21,2,4,1,2
2016/11/5,2016,11,5,7,1,19:15,19,0,3,2,2
2016/7/16,2016,7,16,7,1,11:58,11,0,2,0,2
2016/8/25,2016,8,25,5,0,15:51,15,2,5,1,2
2016/12/22,2016,12,22,5,0,11:30,11,2,2,0,1
2016/9/24,2016,9,24,7,1,21:34,21,0,3,0,0
2016/12/31,2016,12,31,7,1,13:06,13,2,2,0,0
2016/3/22,2016,3,22,3,0,20:38,20,1,4,0,2
2016/7/26,2016,7,26,3,0,14:00,14,0,6,0,2
2016/12/4,2016,12,4,1,0,20:11,20,2,7,2,2
2016/9/21,2016,9,21,4,0,19:29,19,0,4,1,0
2016/6/17,2016,6,17,6,1,16:30,16,1,2,0,2
2016/4/16,2016,4,16,7,1,11:37,11,2,6,0,1
2016/7/12,2016,7,12,3,0,20:03,20,1,7,1,0
2016/3/24,2016,3,24,5,0,21:35,21,0,7,1,0
2016/10/28,2016,10,28,6,1,14:54,14,0,5,0,1
2016/2/8,2016,2,8,2,0,11:36,11,2,7,0,1
2016/1/29,2016,1,29,6,1,13:23,13,2,6,2,1
2016/11/10,2016,11,10,5,0,11:30,11,1,5,0,1
2016/5/26,2016,5,26,5,0,14:15,14,0,6,0,1
2016/3/12,2016,3,12,7,1,18:09,18,2,7,2,2
2016/12/16,2016,12,16,6,1,16:01,16,0,4,1,2
2016/4/3,2016,4,3,1,0,11:03,11,0,2,2,1
2016/6/15,2016,6,15,4,0,11:19,11,1,3,2,1
2016/4/26,2016,4,26,3,0,19:02,19,1,2,1,2
2016/7/20,2016,7,20,4,0,20:20,20,1,7,2,1
2016/6/6,2016,6,6,2,0,13:23,13,1,6,2,1
2016/5/29,2016,5,29,1,0,17:00,17,0,3,0,2
2016/6/22,2016,6,22,4,0,13:58,13,1,3,2,0
2016/9/27,2016,9,27,3,0,12:12,12,1,2,0,1
2016/7/19,2016,7,19,3,0,12:14,12,2,7,2,2
2016/3/28,2016,3,28,2,0,12:22,12,1,5,2,1
2016/5/1,2016,5,1,1,0,21:05,21,0,2,1,1
2016/3/23,2016,3,23,4,0,19:23,19,0,6,1,1
2016/12/26,2016,12,26,2,0,18:47,18,2,4,0,2
2016/4/4,2016,4,4,2,0,21:49,21,1,3,0,1
2016/11/7,2016,11,7,2,0,21:55,21,2,2,0,0
2016/4/24,2016,4,24,1,0,13:34,13,0,4,0,2
2016/2/1,2016,2,1,2,0,14:12,14,2,5,0,1
2016/9/5,2016,9,5,2,0,16:01,16,2,6,1,0
2016/1/7,2016,1,7,5,0,16:47,16,2,6,0,1
2016/4/12,2016,4,12,3,0,14:05,14,1,2,1,0
2016/8/20,2016,8,20,7,1,17:07,17,2,4,1,2
2016/10/29,2016,10,29,7,1,15:48,15,2,7,1,2
2016/5/26,2016,5,26,5,0,11:09,11,0,5,0,0
2016/3/16,2016,3,16,4,0,14:16,14,0,4,0,1
2016/9/28,2016,9,28,4,0,16:52,16,0,7,0,1
2016/10/12,2016,10,12,4,0,18:28,18,0,6,0,1
2016/1/22,2016,1,22,6,1,20:14,20,0,3,0,1
2016/7/17,2016,7,17,1,0,14:17,14,2,3,0,0
2016/12/6,2016,12,6,3,0,14:49,14,0,6,0,2
2016/7/16,2016,7,16,7,1,12:17,12,0,7,0,1
2016/1/16,2016,1,16,7,1,12:00,12,0,3,0,0
